ФИО;Паспорт;СНИЛС;Симптомы;Врач;Дата визита;Анализы;Дата получения;Стоимость;Карта;Повторный прием
Симонов Эдуард Тимофеевич;61 61 848511;604-860-989 94;изжога, дискомфорт после еды;Эндоскопист;2024-10-10T14:00;колоноскопия + ФГДС + общий анализ крови;2024-10-14T13:00;13850 руб.;TINKOFF BANK | VISA | 1503 7223 7840 4209;2024-10-15T14:00
Козлов Демид Витальевич;45 63 498265;341-559-169 85;головокружение, одышка, дискомфорт в груди;Кардиолог;2024-05-27T12:00;общий анализ крови + эхокардиография + ЭКГ;2024-05-28T14:30;6850 руб.;GAZPROMBANK | MIR | 6335 2302 7696 2858;2024-05-29T15:30
Кулагин Эдуард Егорович;AB9061757;930-672-441 89;нарушение питания;Диетолог;2024-06-06T17:00;общий анализ мочи + биохимический анализ крови;2024-06-10T12:00;1140 руб.;MTS BANK | MASTERCARD | 8871 3001 1576 4045;2024-06-11T13:00
Нестеров Леонид Макарович;24 55 991229;894-232-300 64;ограничение функции, отек тканей;Хирург;2024-03-25T15:00;общий анализ крови;2024-03-27T12:00;850 руб.;SBERBANK OF RUSSIA | MASTERCARD | 3252 9733 9565 6711;2024-03-28T13:00
Бирюков Валентин Макарович;59 21 457195;847-885-769 78;перепады настроения, тревожность, потеря интереса;Психиатр;2024-12-02T09:00;психодиагностика + общий анализ крови + биохимический анализ крови;2024-12-04T13:00;6700 руб.;VTB BANK | MASTERCARD | 2796 8840 3190 4731;2024-12-05T14:00
Горшков Никита Андреевич;63 58 639718;384-550-367 35;вялость;Педиатр;2024-04-24T16:00;общий анализ мочи + общий анализ крови;2024-04-29T16:30;1140 руб.;TINKOFF BANK | MASTERCARD | 1345 1209 1105 9516;2024-04-30T17:30
Бобров Михаил Ильич;31 98 861480;718-988-168 87;дыхательный дискомфорт, стеснение в груди;Пульмонолог;2024-04-18T09:00;рентген грудной клетки + общий анализ крови + спирометрия;2024-04-22T14:30;3850 руб.;SBERBANK OF RUSSIA | VISA | 8543 6772 9354 2368;2024-04-23T15:30
Колесников Валерий Ростиславович;78 38 517207;769-584-887 31;воспаление десен;Стоматолог;2024-08-12T15:00;биохимический анализ крови;2024-08-14T16:00;850 руб.;TINKOFF BANK | MASTERCARD | 7609 5753 9158 6886;2024-08-15T17:00
Шубин Павел Ростиславович;AB7167632;281-633-731 64;усталость, жажда, нарушение терморегуляции;Эндокринолог;2024-02-21T08:00;ТТГ + анализ на гормоны щитовидной железы + глюкоза крови;2024-02-22T10:00;2170 руб.;GAZPROMBANK | MASTERCARD | 6183 4937 5553 1537;2024-02-23T11:00
Новиков Пётр Кириллович;29 22 626213;715-885-703 96;кашель, ощущение нехватки воздуха;Пульмонолог;2024-01-15T17:00;общий анализ крови;2024-01-17T10:00;850 руб.;MTS BANK | MIR | 9426 1806 1921 7827;2024-01-18T11:00
Громов Савелий Эдуардович;57 39 691897;374-140-865 90;затрудненное дыхание;Пульмонолог;2024-11-04T13:00;спирометрия + общий анализ крови + рентген грудной клетки;2024-11-05T17:00;3850 руб.;VTB BANK | MIR | 3882 9455 9370 2269;2024-11-06T18:00
Куприянов Артём Геннадьевич;N87126985;496-510-301 21;изменения структуры кожи;Дерматолог;2024-08-01T13:00;соскоб кожи на грибки;2024-08-02T16:00;700 руб.;VTB BANK | MIR | 1106 5897 2272 4773;2024-08-05T17:00
Исаев Кузьма Филиппович;30 56 884573;927-606-907 87;ощущение нехватки воздуха;Пульмонолог;2024-03-25T10:00;общий анализ крови;2024-03-27T14:00;850 руб.;VTB BANK | MASTERCARD | 7540 2683 6337 7768;2024-03-28T15:00
Комаров Георгий Львович;N11641586;561-524-989 66;длительная боль;Онколог;2024-06-26T13:00;общий анализ крови + биохимический анализ крови;2024-06-28T10:00;1700 руб.;VTB BANK | MASTERCARD | 5897 9738 2816 7768;2024-07-01T11:00
Громов Богдан Константинович;81 41 994872;608-246-399 11;головокружение;Кардиолог;2024-04-08T13:00;ЭКГ + коагулограмма;2024-04-10T15:00;2300 руб.;MTS BANK | MASTERCARD | 2510 4045 9861 5397;2024-04-11T16:00
Алехин Антон Иванович;53 67 221437;677-967-605 47;сыпь, отказ от еды, кашель;Педиатр;2024-02-02T09:00;общий анализ мочи + биохимический анализ крови;2024-02-05T17:00;1140 руб.;SBERBANK OF RUSSIA | MIR | 6075 2541 4750 8495;2024-02-06T18:00
Рябов Тимофей Владиславович;14 87 113174;638-633-434 20;сухость;Офтальмолог;2024-04-01T17:00;офтальмоскопия + общий анализ крови;2024-04-04T15:30;1450 руб.;TINKOFF BANK | MIR | 8643 2059 1404 5399;2024-04-05T16:30
Левин Гавриил Георгиевич;67 65 212232;583-265-603 52;напряжение глаз, сухость, двоение;Офтальмолог;2024-09-23T17:00;томография глаза + общий анализ крови;2024-09-25T09:00;1250 руб.;VTB BANK | MIR | 1868 7254 5384 7036;2024-09-26T10:00
Вавилов Артём Семенович;63 96 472916;290-999-559 97;сыпь, повышенная температура;Педиатр;2024-11-05T11:00;общий анализ крови + биохимический анализ крови;2024-11-07T12:30;1700 руб.;TINKOFF BANK | MIR | 9453 2731 6270 4680;2024-11-08T13:30
Романов Яков Владиславович;81 75 681523;615-238-131 80;необъяснимые симптомы, системные нарушения;Генетик;2024-02-01T17:00;общий анализ крови + генетический анализ;2024-02-05T17:00;12850 руб.;TINKOFF BANK | VISA | 8432 3384 8654 2807;2024-02-06T18:00
Игнатьев Яков Степанович;AB6141575;447-621-817 39;затрудненное дыхание, ощущение нехватки воздуха, кашель;Пульмонолог;2024-09-02T13:00;спирометрия + рентген грудной клетки;2024-09-04T13:30;3000 руб.;TINKOFF BANK | MIR | 5495 3362 2793 9419;2024-09-05T14:30
Быков Александр Арсеньевич;29 66 426470;105-932-493 28;нарушения сна, потеря интереса;Психиатр;2024-12-09T09:00;психодиагностика + общий анализ крови;2024-12-11T17:00;5850 руб.;SBERBANK OF RUSSIA | VISA | 4581 9870 7300 4012;2024-12-12T18:00
Соболев Дмитрий Ильич;27 42 274298;106-922-144 31;слабость, ломота в теле;Терапевт;2024-07-15T12:00;биохимический анализ крови + общий анализ крови;2024-07-17T17:00;1700 руб.;MTS BANK | VISA | 6838 1873 7166 3606;2024-07-18T18:00
Устинов Роман Петрович;78 38 673158;266-424-953 21;атипичные проявления, наследственные риски, врожденные особенности;Генетик;2024-01-15T08:00;общий анализ крови;2024-01-17T10:00;850 руб.;MTS BANK | MIR | 3449 7608 5193 8169;2024-01-18T11:00
Долгов Евгений Валентинович;67 26 173726;884-593-752 24;необъяснимая потеря веса, снижение аппетита, хроническая усталость;Онколог;2024-07-05T16:00;онкомаркеры + общий анализ крови + биохимический анализ крови;2024-07-08T17:30;4100 руб.;SBERBANK OF RUSSIA | MASTERCARD | 6258 5900 5008 8487;2024-07-09T18:30
Никифоров Андрей Романович;12 41 320926;940-779-183 71;повышенная температура;Педиатр;2024-03-06T10:00;биохимический анализ крови + общий анализ мочи;2024-03-08T11:00;1140 руб.;GAZPROMBANK | VISA | 8611 6820 7148 9356;2024-03-11T12:00
Жданов Ярослав Львович;N88798185;165-197-332 76;головная боль, мышечные подергивания, нарушение чувствительности;Невролог;2024-02-06T17:00;общий анализ крови;2024-02-09T13:00;850 руб.;VTB BANK | MIR | 9359 1789 6490 2161;2024-02-12T14:00
Лапин Сергей Владимирович;68 30 575876;665-794-631 52;трудности глотания, дискомфорт после еды, изжога;Эндоскопист;2024-08-28T15:00;ФГДС + общий анализ крови + колоноскопия;2024-08-29T11:30;13850 руб.;MTS BANK | MIR | 9328 9314 5582 8996;2024-08-30T12:30
Кузьмин Игнат Константинович;41 59 175685;889-234-361 33;кашель;Педиатр;2024-11-26T10:00;общий анализ мочи + общий анализ крови;2024-11-27T12:00;1140 руб.;GAZPROMBANK | MASTERCARD | 7938 1342 3741 2505;2024-11-28T13:00
