ФИО;Паспорт;СНИЛС;Симптомы;Врач;Дата визита;Анализы;Дата получения;Стоимость;Карта;Повторный прием
Панов Прохор Тимурович;N68021723;603-761-680 36;мышечная слабость, замедленное восстановление;Реабилитолог;2024-10-07T14:00;механотерапия;2024-10-10T17:30;600 руб.;GAZPROMBANK | MASTERCARD | 1593 6427 4022 1612;2024-10-11T18:30
Елисеев Тимур Павлович;AB9054683;640-721-458 58;повышенная температура, отказ от еды;Педиатр;2024-09-11T10:00;общий анализ мочи + биохимический анализ крови;2024-09-13T13:00;1140 руб.;VTB BANK | VISA | 6336 6527 2969 1752;2024-09-16T14:00
Жарков Константин Эдуардович;15 49 166000;689-566-603 54;боли в животе неясного происхождения, дискомфорт после еды, изжога;Эндоскопист;2024-05-06T14:00;ФГДС + колоноскопия + общий анализ крови;2024-05-08T11:00;13850 руб.;TINKOFF BANK | MASTERCARD | 1592 8983 4525 7547;2024-05-09T12:00
Зайцев Корней Валентинович;N56731949;549-315-556 21;головокружение, дискомфорт в груди, перебои сердечного ритма;Кардиолог;2024-04-26T13:00;общий анализ крови + коагулограмма;2024-04-29T15:00;1650 руб.;GAZPROMBANK | VISA | 7659 4797 3124 8112;2024-04-30T16:00
Веденин Вадим Данилович;44 85 793300;962-747-191 74;перепады настроения, нарушения сна, тревожность;Психиатр;2024-12-25T09:00;психодиагностика;2024-12-26T10:00;5000 руб.;SBERBANK OF RUSSIA | MASTERCARD | 1489 4111 9624 8390;2024-12-27T11:00
Архипов Прохор Тимурович;N62806951;998-246-220 93;боль в пояснице, изменение мочи;Нефролог;2024-06-17T08:00;УЗИ почек и мочевого пузыря;2024-06-19T13:30;2500 руб.;SBERBANK OF RUSSIA | MIR | 7348 3720 5253 5971;2024-06-20T14:30
Шестаков Федор Маркович;45 78 496175;444-251-605 26;сыпь, кашель, повышенная температура;Педиатр;2024-07-22T16:00;общий анализ мочи + общий анализ крови;2024-07-23T17:00;1140 руб.;GAZPROMBANK | MIR | 4349 8419 4422 1143;2024-07-24T18:00
Демьянов Сергей Вадимович;26 67 449249;974-139-552 49;обморочные состояния;Кардиохирург;2024-03-18T15:00;эхокардиография;2024-03-19T17:00;4500 руб.;TINKOFF BANK | MIR | 7272 3825 3314 4937;2024-03-20T18:00
Витков Арсений Степанович;AB8600610;954-613-115 47;отеки, боль в пояснице;Нефролог;2024-07-03T15:00;УЗИ почек и мочевого пузыря + общий анализ мочи;2024-07-05T08:00;2790 руб.;TINKOFF BANK | MIR | 2856 4416 4669 1835;2024-07-08T09:00
Рубцов Руслан Алексеевич;N98506857;320-179-196 98;плохой набор веса;Неонатолог;2024-01-09T14:00;биохимический анализ крови + общий анализ мочи + общий анализ крови;2024-01-10T15:30;1990 руб.;MTS BANK | VISA | 8660 9454 1319 9685;2024-01-11T16:30
Анисимов Давид Семенович;AB9229528;237-707-675 35;общее недомогание;Терапевт;2024-11-18T13:00;общий анализ мочи + биохимический анализ крови + общий анализ крови;2024-11-21T10:00;1990 руб.;SBERBANK OF RUSSIA | VISA | 6690 6057 3278 9673;2024-11-22T11:00
Миронов Кузьма Станиславович;13 46 710535;444-790-285 19;необъяснимые симптомы, атипичные проявления, врожденные особенности;Генетик;2024-02-21T11:00;биохимический анализ крови;2024-02-22T18:00;850 руб.;SBERBANK OF RUSSIA | MIR | 4587 7201 1973 3442;2024-02-23T16:30
Орлов Максим Васильевич;N31630448;137-987-287 73;головокружение, одышка, дискомфорт в груди;Кардиолог;2024-03-20T11:00;коагулограмма + ЭКГ + общий анализ крови;2024-03-22T16:30;3150 руб.;VTB BANK | MASTERCARD | 7950 1730 7682 7563;2024-03-25T17:30
Коваленко Георгий Ярославович;68 76 673311;746-907-492 44;боли в суставах, утомляемость;Ортопед;2024-06-05T09:00;МРТ позвоночника + рентген грудной клетки + общий анализ крови;2024-06-07T13:30;8550 руб.;MTS BANK | VISA | 5149 2359 6698 8793;2024-06-10T14:30
Артемьев Владимир Глебович;AB5578123;362-162-590 26;напряжение глаз, сухость;Офтальмолог;2024-03-12T17:00;общий анализ крови;2024-03-13T18:00;850 руб.;VTB BANK | MIR | 3080 9430 9642 1234;2024-03-14T17:00
Сорокин Федор Юрьевич;N52372555;788-591-526 45;трудности произношения, напряжение голоса, нарушения речи;Логопед;2024-02-06T17:00;психодиагностика;2024-02-07T17:00;5000 руб.;SBERBANK OF RUSSIA | VISA | 5429 2217 7963 7415;2024-02-08T18:00
Родионов Павел Владиславович;N15351249;366-180-336 83;изменения структуры кожи, зуд;Дерматолог;2024-08-22T09:00;общий анализ крови;2024-08-26T10:00;850 руб.;SBERBANK OF RUSSIA | VISA | 7929 9195 9163 9489;2024-08-27T11:00
Гурьев Виталий Егорович;25 68 204036;800-126-741 95;замедленная реакция, нарушение чувствительности;Невролог;2024-02-05T14:00;МРТ головного мозга;2024-02-07T09:00;7500 руб.;SBERBANK OF RUSSIA | MASTERCARD | 3056 1929 1576 9016;2024-02-08T10:00
Дементьев Демид Кириллович;76 44 348516;320-711-186 40;отеки;Нефролог;2024-10-03T16:00;бактериологический посев мочи + УЗИ почек и мочевого пузыря + общий анализ мочи;2024-10-07T08:00;3690 руб.;MTS BANK | MIR | 2882 4978 5887 7444;2024-10-08T09:00
Ильин Марат Ильич;AB6836032;316-999-518 96;ограничение подвижности, деформация, боль после повреждения;Травматолог;2024-09-03T14:00;рентген сустава + МРТ сустава;2024-09-04T14:00;8000 руб.;TINKOFF BANK | MIR | 3291 4445 5168 2101;2024-09-05T15:00
Нестеров Тарас Георгиевич;13 40 414882;372-460-293 81;врожденные особенности, атипичные проявления;Генетик;2024-06-25T13:00;общий анализ крови + генетический анализ + биохимический анализ крови;2024-06-27T14:00;13700 руб.;SBERBANK OF RUSSIA | MIR | 3107 7457 1558 8572;2024-06-28T15:00
Гурьев Денис Леонидович;97 14 187701;220-181-538 83;общее недомогание;Терапевт;2024-07-12T11:00;общий анализ крови;2024-07-15T16:00;850 руб.;GAZPROMBANK | MASTERCARD | 8325 8050 7193 6333;2024-07-16T17:00
Казаков Федор Аркадьевич;N31749000;639-730-601 31;дыхательный дискомфорт;Пульмонолог;2024-06-10T10:00;спирометрия + рентген грудной клетки;2024-06-12T09:00;3000 руб.;TINKOFF BANK | MASTERCARD | 5706 2277 4733 5308;2024-06-13T10:00
Лукин Игнат Валентинович;48 93 910963;571-511-488 37;вялость, отказ от еды, кашель;Педиатр;2024-11-28T09:00;общий анализ крови + биохимический анализ крови;2024-12-02T17:00;1700 руб.;GAZPROMBANK | MIR | 8888 3146 8636 8828;2024-12-03T18:00
Блинов Валерий Яковлевич;38 78 164582;797-232-814 16;длительная боль;Онколог;2024-09-03T13:00;общий анализ крови + биохимический анализ крови;2024-09-06T08:00;1700 руб.;MTS BANK | VISA | 6154 9942 5663 5663;2024-09-09T09:00
Юдин Валентин Романович;N22062872;718-637-997 82;тревожность, перепады настроения, потеря интереса;Психиатр;2024-02-20T10:00;биохимический анализ крови + общий анализ крови + психодиагностика;2024-02-21T11:00;6700 руб.;TINKOFF BANK | MASTERCARD | 6371 5840 2154 1319;2024-02-22T12:00
Тимофеев Денис Юрьевич;19 16 320964;730-411-957 18;снижение энергии, слабость;Терапевт;2024-05-16T10:00;общий анализ мочи + общий анализ крови;2024-05-20T10:00;1140 руб.;TINKOFF BANK | MASTERCARD | 3777 2065 3810 7079;2024-05-21T11:00
Комаров Евдоким Елисеевич;N25115579;808-508-270 53;отек, боль после повреждения, деформация;Травматолог;2024-08-27T13:00;рентген сустава + общий анализ крови + МРТ сустава;2024-08-28T17:00;8850 руб.;VTB BANK | MIR | 7812 9020 7839 7584;2024-08-29T18:00
Капустин Клим Федорович;AB4435690;113-180-804 36;чувствительность;Стоматолог;2024-03-25T14:00;биохимический анализ крови + общий анализ крови;2024-03-28T12:00;1700 руб.;VTB BANK | MIR | 3927 1303 9319 1286;2024-03-29T13:00
Куприянов Тимофей Андреевич;AB2891704;730-791-714 14;снижение подвижности, замедленное восстановление, мышечная слабость;Реабилитолог;2024-05-06T08:00;механотерапия + консультация врача-реабилитолога + общий анализ крови;2024-05-08T10:30;6050 руб.;SBERBANK OF RUSSIA | MASTERCARD | 3820 7256 6499 6126;2024-05-09T11:30
